,zip,bar_score,bar_revcount,rest_score,rest_revcount,num_complaints,num_food_est,num_food_poi,num_smoking,num_restaurants,num_violations,num_Cviolations,num_amer,num_chi,num_jap,num_cafe,num_ita,num_latin,num_mex,num_pizza,num_span,avg_score
143,11210,3.8,107.1,4.05,215.05,149.0,117.0,32.0,0.0,86.0,1519.0,828.0,11.0,15.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,15.0491159136
144,11211,4.4,134.0,4.5,312.65,566.0,405.0,121.0,35.0,378.0,7170.0,3896.0,128.0,15.0,8.0,28.0,14.0,19.0,16.0,21.0,5.0,14.7346053773
145,11212,3.95,33.85,4.3,52.4,332.0,239.0,90.0,2.0,111.0,2086.0,1141.0,10.0,25.0,0.0,2.0,0.0,2.0,0.0,10.0,4.0,15.5208333333
146,11213,4.15,95.0,4.325,181.25,400.0,302.0,79.0,10.0,89.0,1832.0,1031.0,11.0,18.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,16.4964788732
147,11214,4.05,64.6,4.175,195.7,466.0,300.0,129.0,36.0,182.0,3552.0,2008.0,21.0,48.0,10.0,7.0,5.0,3.0,6.0,20.0,2.0,16.1792114695
148,11215,4.175,152.25,4.175,283.7,545.0,376.0,150.0,17.0,353.0,6604.0,3703.0,102.0,17.0,11.0,28.0,22.0,8.0,19.0,23.0,4.0,15.0841908326
149,11216,4.275,79.15,4.375,156.6,463.0,360.0,93.0,9.0,163.0,2920.0,1605.0,23.0,17.0,4.0,12.0,1.0,3.0,6.0,10.0,4.0,15.5951374207
150,11217,4.25,140.35,4.175,251.15,503.0,328.0,148.0,24.0,259.0,4378.0,2384.0,70.0,11.0,10.0,15.0,11.0,6.0,7.0,14.0,4.0,13.6705653021
151,11218,4.15,127.6,4.25,154.0,384.0,269.0,81.0,29.0,138.0,2919.0,1649.0,18.0,14.0,1.0,4.0,3.0,2.0,10.0,13.0,4.0,16.1800894855
152,11219,4.025,83.35,4.15,126.55,245.0,158.0,72.0,13.0,108.0,2150.0,1188.0,6.0,26.0,3.0,0.0,6.0,3.0,7.0,6.0,4.0,15.6554252199
153,11220,3.925,64.85,4.3,161.2,583.0,345.0,162.0,73.0,317.0,6701.0,3983.0,18.0,119.0,5.0,15.0,2.0,20.0,18.0,14.0,3.0,17.4576271186
154,11221,4.3,56.7,4.35,109.55,284.0,222.0,59.0,3.0,112.0,1804.0,973.0,14.0,24.0,0.0,9.0,2.0,8.0,2.0,12.0,11.0,15.6123893805
155,11222,4.425,136.2,4.35,389.5,368.0,266.0,77.0,19.0,200.0,3524.0,1948.0,60.0,8.0,4.0,21.0,7.0,1.0,6.0,11.0,1.0,15.1922739245
156,11223,3.75,25.35,4.275,183.45,379.0,259.0,85.0,31.0,186.0,3231.0,1738.0,23.0,21.0,3.0,10.0,9.0,1.0,10.0,14.0,3.0,15.1207224335
157,11224,3.725,47.35,4.05,248.55,264.0,172.0,88.0,3.0,77.0,1159.0,599.0,28.0,8.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,13.6598984772
158,11225,4.15,94.1,4.35,144.85,189.0,143.0,44.0,1.0,116.0,1845.0,1030.0,13.0,14.0,1.0,7.0,0.0,1.0,2.0,9.0,1.0,14.7903225806
159,11226,4.075,133.35,4.275,167.8,463.0,323.0,133.0,4.0,194.0,3922.0,2167.0,18.0,29.0,1.0,4.0,0.0,2.0,4.0,14.0,4.0,15.7547923323
160,11228,4.1,56.9,4.2,118.9,118.0,90.0,26.0,2.0,57.0,1025.0,571.0,13.0,9.0,1.0,1.0,6.0,0.0,4.0,9.0,0.0,14.382183908
161,11229,3.975,55.0,4.15,268.6,355.0,248.0,81.0,23.0,135.0,2678.0,1512.0,17.0,25.0,11.0,5.0,2.0,0.0,3.0,19.0,0.0,16.2514827995
162,11230,3.975,104.65,4.15,228.8,305.0,214.0,80.0,10.0,105.0,2262.0,1274.0,11.0,5.0,1.0,4.0,2.0,1.0,2.0,11.0,2.0,16.2510578279
163,11231,4.25,80.0,4.25,258.05,279.0,215.0,42.0,17.0,161.0,2800.0,1541.0,61.0,6.0,5.0,13.0,8.0,3.0,5.0,13.0,0.0,14.2096944152
164,11232,4.15,78.95,4.275,150.6,115.0,97.0,15.0,1.0,110.0,2124.0,1227.0,18.0,17.0,0.0,3.0,1.0,10.0,10.0,6.0,8.0,16.6390977444
165,11233,4.25,43.15,4.4,119.35,235.0,166.0,64.0,2.0,73.0,1067.0,595.0,10.0,17.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,15.5404624277
166,11234,4.15,70.7,4.125,396.1,366.0,275.0,81.0,9.0,143.0,2454.0,1303.0,30.0,23.0,3.0,2.0,8.0,0.0,1.0,13.0,0.0,13.9719853837
167,11235,3.8,35.75,4.1,169.1,678.0,463.0,163.0,47.0,174.0,3217.0,1772.0,28.0,11.0,14.0,7.0,5.0,0.0,2.0,10.0,0.0,15.0424300868
168,11236,4.05,63.4,3.875,80.0,257.0,200.0,56.0,0.0,113.0,2092.0,1135.0,12.0,28.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,15.2217261905
169,11237,4.275,71.25,4.325,132.45,222.0,165.0,51.0,5.0,199.0,3472.0,1947.0,40.0,15.0,5.0,13.0,3.0,13.0,23.0,11.0,18.0,15.5904590459
170,11238,4.2,71.75,4.3,168.7,377.0,259.0,90.0,25.0,249.0,4171.0,2283.0,87.0,12.0,7.0,19.0,13.0,4.0,14.0,11.0,1.0,14.580715851
171,11239,3.65,44.95,3.55,80.3,72.0,42.0,30.0,0.0,16.0,112.0,70.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,12.5333333333
172,11242,2.83333333333,126.5,3.6,155.3,2.0,2.0,0.0,0.0,1.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2
173,11249,4.3,155.25,4.325,378.0,140.0,95.0,34.0,10.0,163.0,2895.0,1568.0,65.0,3.0,6.0,22.0,11.0,1.0,7.0,2.0,1.0,15.1206140351
174,11256,3.575,57.0,3.03846153846,24.0769230769,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
175,11352,3.75,27.05,4.0,162.85,0.0,0.0,0.0,0.0,1.0,23.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1666666667
176,11354,4.225,28.75,4.3,256.8,662.0,435.0,154.0,62.0,389.0,7815.0,4736.0,22.0,136.0,10.0,24.0,1.0,1.0,0.0,7.0,0.0,17.1803278689
177,11355,4.075,28.95,4.175,247.45,473.0,320.0,91.0,57.0,203.0,4324.0,2605.0,12.0,92.0,1.0,5.0,0.0,5.0,0.0,8.0,1.0,17.22
178,11356,3.95,28.65,4.0,60.5,160.0,114.0,28.0,7.0,52.0,873.0,493.0,8.0,11.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,14.06
179,11357,4.225,60.0,4.225,237.35,99.0,74.0,20.0,5.0,65.0,1152.0,633.0,12.0,7.0,1.0,1.0,13.0,1.0,0.0,6.0,0.0,14.0792838875
180,11358,4.025,74.0,4.225,169.25,201.0,111.0,37.0,49.0,143.0,2753.0,1547.0,13.0,9.0,7.0,6.0,3.0,3.0,1.0,9.0,2.0,15.3767123288
181,11360,3.85,104.55,4.1,149.2,78.0,65.0,12.0,0.0,25.0,465.0,252.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,14.4640522876
182,11361,3.8,112.85,4.125,209.1,198.0,127.0,48.0,21.0,116.0,2038.0,1095.0,25.0,10.0,4.0,6.0,5.0,2.0,1.0,9.0,1.0,14.2218978102
183,11362,3.85,116.8,4.025,110.7,82.0,60.0,20.0,2.0,49.0,951.0,552.0,6.0,8.0,3.0,2.0,4.0,0.0,1.0,4.0,1.0,15.6777408638
184,11363,3.875,101.55,4.075,135.4,34.0,19.0,12.0,2.0,13.0,236.0,134.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.08
185,11364,3.925,95.1,4.125,203.7,111.0,70.0,40.0,1.0,50.0,1045.0,598.0,6.0,7.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,15.1642228739
186,11365,3.75,89.95,4.175,133.25,109.0,73.0,34.0,2.0,44.0,753.0,401.0,9.0,8.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,14.420233463
187,11366,3.6,33.7,3.875,84.2,109.0,77.0,31.0,1.0,62.0,1064.0,573.0,7.0,9.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,15.3110465116
188,11367,3.85,132.55,3.95,159.75,154.0,104.0,50.0,0.0,55.0,1022.0,577.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,14.9005847953
189,11368,3.85,49.4,4.3,250.85,286.0,217.0,56.0,5.0,299.0,5683.0,3181.0,72.0,21.0,0.0,4.0,2.0,58.0,33.0,12.0,33.0,15.615640599
190,11369,3.925,51.2,4.2,149.45,109.0,76.0,33.0,0.0,83.0,1529.0,826.0,28.0,5.0,1.0,2.0,1.0,8.0,1.0,3.0,4.0,13.8711433757
191,11370,4.15,86.2,4.25,243.3,37.0,29.0,8.0,0.0,27.0,527.0,290.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,14.2191011236
192,11371,4.375,99.25,4.375,370.55,2.0,1.0,0.0,0.0,35.0,348.0,181.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,12.0
193,11372,4.025,45.05,4.275,258.6,606.0,395.0,187.0,15.0,334.0,7435.0,4281.0,23.0,16.0,4.0,6.0,2.0,65.0,30.0,12.0,43.0,16.4743533538
194,11373,3.75,63.45,4.225,233.35,390.0,276.0,94.0,16.0,223.0,4665.0,2676.0,26.0,31.0,4.0,12.0,3.0,15.0,10.0,8.0,12.0,16.1681850035
195,11374,3.95,160.7,4.125,206.25,243.0,165.0,71.0,4.0,88.0,1569.0,926.0,14.0,9.0,5.0,2.0,1.0,3.0,0.0,6.0,1.0,15.1115459883
196,11375,4.05,151.7,4.25,270.85,505.0,353.0,135.0,13.0,193.0,3643.0,2024.0,36.0,14.0,11.0,7.0,11.0,4.0,3.0,15.0,2.0,14.706557377
197,11377,4.15,116.85,4.325,327.2,357.0,245.0,92.0,18.0,213.0,4253.0,2335.0,29.0,20.0,2.0,8.0,2.0,29.0,12.0,10.0,12.0,15.7244744745
198,11378,4.35,81.35,4.4,290.85,200.0,138.0,42.0,17.0,78.0,1573.0,888.0,19.0,12.0,2.0,0.0,1.0,2.0,1.0,14.0,1.0,14.9922630561
199,11379,4.05,73.25,4.175,109.4,107.0,79.0,23.0,5.0,49.0,842.0,447.0,6.0,6.0,1.0,1.0,4.0,1.0,0.0,8.0,3.0,14.0
200,11385,4.425,53.8,4.425,85.6,453.0,332.0,78.0,38.0,265.0,5017.0,2771.0,51.0,27.0,5.0,26.0,6.0,20.0,8.0,31.0,8.0,14.9655808236
201,11411,3.15,11.15,3.925,21.65,45.0,34.0,9.0,1.0,25.0,499.0,274.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8095238095
202,11412,3.5,15.6,4.05,47.05,85.0,61.0,22.0,0.0,44.0,773.0,426.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0524344569
203,11413,3.575,29.85,3.8,64.35,90.0,70.0,20.0,0.0,41.0,673.0,372.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.2105263158
204,11414,3.575,42.8,3.9,101.55,249.0,180.0,56.0,12.0,49.0,977.0,556.0,7.0,5.0,4.0,1.0,5.0,0.0,0.0,5.0,1.0,14.7828746177
205,11415,3.7,114.8,3.95,115.05,105.0,56.0,42.0,7.0,40.0,799.0,445.0,9.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,15.7298387097
206,11416,4.125,41.5,3.825,41.5,123.0,83.0,34.0,6.0,42.0,934.0,512.0,9.0,7.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,16.456445993
207,11417,3.875,34.2,3.925,87.4,154.0,109.0,41.0,4.0,69.0,1332.0,730.0,18.0,13.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,16.0554216867
208,11418,4.0,111.15,4.075,132.95,196.0,142.0,48.0,5.0,87.0,1590.0,881.0,14.0,9.0,1.0,1.0,1.0,4.0,6.0,8.0,8.0,15.5756385069
209,11419,3.9,40.85,4.125,67.15,300.0,213.0,77.0,7.0,93.0,1926.0,1029.0,11.0,15.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,16.3711340206
210,11420,3.7,30.85,4.25,50.0,148.0,112.0,31.0,3.0,89.0,1644.0,913.0,26.0,10.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,14.3060498221
211,11421,4.1,78.45,4.05,108.25,108.0,81.0,26.0,1.0,79.0,1433.0,810.0,12.0,12.0,0.0,1.0,0.0,12.0,3.0,9.0,7.0,15.3305263158
212,11422,3.375,34.0,3.925,64.65,78.0,58.0,19.0,0.0,41.0,805.0,424.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,15.3545816733
213,11423,3.575,24.6,4.075,72.8,54.0,37.0,17.0,0.0,32.0,670.0,373.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,16.4829268293
214,11426,3.875,36.9,4.125,74.95,62.0,46.0,15.0,0.0,32.0,613.0,341.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,14.0521327014
215,11427,3.4,57.65,3.975,68.95,53.0,34.0,18.0,0.0,19.0,337.0,174.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,12.8403361345
216,11428,3.5,24.8,4.05,50.35,48.0,33.0,13.0,2.0,36.0,922.0,522.0,2.0,7.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,17.6007462687
217,11429,3.575,21.65,3.925,42.2,39.0,22.0,16.0,1.0,24.0,478.0,247.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.8622754491
218,11430,3.475,40.9,3.725,113.0,45.0,26.0,17.0,0.0,152.0,2084.0,1177.0,70.0,1.0,3.0,10.0,4.0,0.0,2.0,6.0,0.0,13.2254901961
219,11432,3.65,25.4,4.175,67.65,457.0,335.0,116.0,2.0,192.0,3616.0,2013.0,39.0,19.0,4.0,5.0,0.0,9.0,1.0,6.0,12.0,15.4320882852
220,11433,3.675,21.05,4.1,42.95,90.0,66.0,22.0,1.0,29.0,547.0,298.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,13.6581632653
221,11434,3.9,26.1,4.175,83.7,227.0,165.0,62.0,0.0,89.0,1285.0,691.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,14.3560090703
222,11435,4.1,125.0,4.225,129.0,249.0,163.0,78.0,6.0,108.0,2232.0,1181.0,23.0,18.0,1.0,0.0,1.0,12.0,5.0,5.0,9.0,15.047752809
223,11436,3.65,16.85,4.15,57.1,52.0,41.0,11.0,0.0,25.0,466.0,251.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.1857142857
224,11451,3.6,19.8,3.975,22.55,0.0,0.0,0.0,0.0,1.0,31.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.375
225,11691,3.975,39.85,4.15,50.1,160.0,128.0,31.0,1.0,50.0,1137.0,634.0,6.0,11.0,0.0,0.0,0.0,6.0,0.0,7.0,2.0,16.9110429448
226,11692,3.975,41.0,4.125,54.45,21.0,11.0,10.0,0.0,11.0,188.0,109.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.3230769231
227,11693,3.95,44.65,4.15,83.0,64.0,46.0,13.0,4.0,34.0,562.0,286.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,15.2203389831
228,11694,3.9,36.1,4.2,45.5,102.0,72.0,27.0,2.0,40.0,843.0,475.0,8.0,5.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,15.1920289855
229,11697,3.6,35.25,4.0,129.3,5.0,2.0,2.0,0.0,3.0,91.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4583333333
