,P1,P2,P3,P4,P5,P6,P7,P8,zip,Y,Predicts,Dev_SqDist
158,0.677545090378,0.292504772942,0.39611806972,0.869707935085,3.45311637351,1.09595185022,-1.42895741248,0.144931240585,11414,14.7828746177,16.5074627621,2.97420426775
48,0.776659784902,-0.101091365646,0.359004476166,-0.199678283745,0.836498239342,1.22548137776,-1.11510684829,-0.393797297599,10302,16.4495912807,15.2112290543,1.5335410037
76,0.418251118765,-0.138770324365,-0.38970589074,0.45854148755,0.025316111206,-1.19336303954,0.058725144575,-0.687437199173,10468,15.3681073025,15.2791474771,0.00791385052863
141,0.727161942416,0.0449684226024,0.483505252245,-0.376167384349,-0.650030846832,-0.294200779428,-1.64255270291,0.112215114868,11366,15.3110465116,14.5298903955,0.610204877785
27,0.611448040591,0.394717877272,-1.15407100458,-1.46202744592,0.676122257828,-1.58403559856,0.0227388709701,-0.909282169017,10030,14.0523809524,12.8633304344,1.41384113429
147,-0.469960160424,-1.92358301333,1.95680879853,0.722667239932,-0.876355066963,0.932628554833,-0.204243392193,-0.361162603955,11372,16.4743533538,17.0787174256,0.365255931253
120,-0.16865505975,-0.00869468524168,0.927054307004,-0.379518061972,-0.471102767684,-0.49236096415,1.31181383078,0.669767152124,11231,14.2096944152,14.630843971,0.177366948362
123,-0.621455717744,0.945445675102,2.12346240222,-0.368081296781,0.730039683292,-1.30525661081,0.208045114372,0.745086185061,11234,13.9719853837,14.462069151,0.240182098959
10,-2.82552595506,0.630192988987,1.26837722581,0.501647975716,-0.199787346604,-0.753809299783,-0.387948957645,0.174263929843,10012,15.1243624951,15.3290213211,0.0418852350461
110,-0.109189524166,-2.25928819903,0.780227160653,0.44490183529,-0.837493413392,2.2559041973,0.193962140818,-1.33983213056,11220,17.4576271186,16.9302162276,0.278162247923
180,0.772590904995,0.35467585665,0.194279680635,-0.541008419524,-0.430529607497,-2.28992931071,0.02119235929,0.160278249705,11693,15.2203389831,13.8594613907,1.85198782141
81,0.736932324209,0.490123553994,0.552521923015,-0.200160969399,3.96287143436,0.658607625649,1.33192086317,1.14972848366,10473,14.813253012,15.3071203112,0.243904909232
155,1.06044410606,0.0721387011137,0.449643560659,0.649752670425,-1.0075059337,0.370088840522,-3.00893232368,0.706521297246,11411,17.8095238095,15.6595430898,4.62241709489
108,0.189605346455,-0.285739958927,-0.907561611309,1.1455848852,0.390957747353,0.153448541681,0.904086433017,-0.182443147037,11218,16.1800894855,16.2450749112,0.00422310555255
31,0.253855268571,0.0666098411941,-1.51955506947,0.600973354328,0.499360842882,-0.823310263358,-0.879068801274,-0.117087628269,10034,15.7677100494,15.2375112951,0.281110719112
179,0.927748653284,0.440940409311,0.0257688821793,-0.1167609482,-0.658087534381,1.65355810183,0.561723218024,-1.92890594707,11692,14.3230769231,14.8442156847,0.271585608805
169,0.835734995725,0.453664008412,-0.213773189238,-0.00692759020722,0.573565436989,-1.6300037113,-2.68704341,-0.693872351924,11427,12.8403361345,14.5449787846,2.90580656465
47,0.53559591171,-0.180119180545,0.030952203163,-0.820913933242,0.230550704423,0.173684870446,0.426567991324,-0.181486581773,10301,14.6846153846,14.2705295389,0.171467087635
24,-0.678541067195,0.551536897153,-0.0482610753323,-0.639590740024,1.45264561379,0.185786572728,-0.00510807880711,0.793522813767,10027,15.4538198404,14.2733376302,1.39353824871
166,0.840062896717,0.163934200348,0.299818265365,0.503097388291,-0.749858641154,-1.23880872461,-2.71482920786,0.666908270546,11422,15.3545816733,15.2059595489,0.0220885358526
134,0.19879531364,-0.315191778546,0.370508275388,0.276363084836,-1.38037862413,0.28338170889,0.593440724955,-1.37522625103,11358,15.3767123288,15.3640127525,0.00016127923797
117,0.578707455609,0.318599667702,0.232153245525,0.067383514939,-0.264397494756,0.0965900922978,1.0310841412,0.611476512511,11228,14.382183908,14.9396265343,0.310742281656
161,0.70074007859,-0.0129677738005,0.507833316523,0.38586374495,-0.271653666361,-0.237432491448,-0.67594430652,0.00807968811391,11417,16.0554216867,15.4327961113,0.387662607106
89,0.078316430335,0.260144143263,-0.308290796212,0.41760434187,-1.00459812999,-0.279305818196,-0.385076833901,-0.685411768855,11104,15.6558345643,15.0712477312,0.341741765429
73,0.549067291218,0.0895014262598,1.01249058632,-0.295433262266,-1.02066251075,-1.30921233274,-0.86292566795,-0.779954495088,10465,14.614379085,14.4833459864,0.017169672917
173,0.537408124542,-1.46790183437,0.743158448539,-0.188699888515,0.121933309436,0.13551381665,-1.09297539276,0.456720984125,11432,15.4320882852,15.6658257076,0.0546331826302
129,-0.713715086507,0.722810001805,0.194372150448,-0.057504799055,-1.59514539436,-1.05326057663,1.16342884222,0.143669074332,11249,15.1206140351,14.2412961561,0.773199932365
62,0.593701025103,0.0789551015099,-0.67762061755,1.33230103705,-0.839130630541,0.513206505006,1.25371198,0.0799573451956,10454,14.8396793587,16.2071628853,1.87001119565
163,0.716829075855,-0.378997720483,0.251785149279,0.790971053434,0.927088906654,-1.54348714458,-0.671407936825,0.0946831279169,11419,16.3711340206,15.9377411718,0.187829361372
133,0.127587113879,0.895318779324,1.05589887311,-0.0176935676157,-0.931389661036,-0.332907194991,1.30730566936,0.368961854712,11357,14.0792838875,14.5788790845,0.249595360909
58,0.477939598684,-1.21719278402,0.368085467324,-0.546350965274,0.444235597376,1.21680377226,0.785682970497,-0.473004083814,10314,15.8333333333,15.3136460347,0.270074888292
99,-0.00829626310464,-1.68486786936,0.457876801105,-0.858971246438,0.0677356901475,-1.15626193562,-0.298923924997,0.123706712905,11209,14.4696569921,14.7828437218,0.0980859276647
111,0.502364745006,-0.33037180132,0.252505063795,-0.794307820485,0.687023319636,-1.05780370561,1.924292656,0.951323657505,11221,15.6123893805,14.2758731482,1.78627563912
95,-0.0985471009306,0.163654544643,0.536195161661,0.644826518503,-0.395511715501,-0.385850816231,0.731949114434,0.146582868823,11205,14.8800436205,15.5896562906,0.503550141505
124,0.190309532785,-0.695528727185,1.24379085337,-0.129181865947,2.12881722419,-0.299584121982,-0.806939640835,-0.729336911007,11235,15.0424300868,15.6686714056,0.392178189371
167,0.841621523119,0.296175169743,0.549557118242,1.04675586832,-1.26976731502,0.412239640625,-1.44674111707,-0.0283451474331,11423,16.4829268293,15.9667831025,0.266404346718
153,0.606563387758,0.371101670208,-0.20409740342,-0.210770539935,-0.026117187003,-1.29181823007,0.576305953899,0.331883288979,11379,14.0,14.3416630294,0.116733625654
175,0.685277907463,-0.259024670235,0.685511557521,-1.39090253827,0.786387887297,-0.504797102922,0.227281918799,0.257808296798,11434,14.3560090703,13.7962391137,0.313342404341
79,0.63694999117,0.302591722434,-0.801471017229,-0.419756243265,-0.53842226214,0.24274579647,-0.452063387036,-0.514805738155,10471,13.8430656934,14.213017525,0.136864357705
32,0.401847050416,0.197746656996,-0.862517445854,0.0573299251543,1.8715919532,-1.13080850644,1.8304702487,0.374714825424,10035,15.0544662309,14.8648767797,0.0359441599974
121,0.326088626173,-0.0553790091008,0.0738823405191,0.44779869789,-1.71152349442,1.2239106557,1.47995356039,0.887787803836,11232,16.6390977444,15.4730399651,1.35969074466
122,0.564071551656,0.132456156681,0.556755271637,-1.14284025689,1.63592814753,0.0212576070401,2.08366827315,-0.0824754936827,11233,15.5404624277,14.0522679515,2.21472279909
39,-0.495318093394,1.2578669604,-0.6129885584,1.37507978892,0.187684037079,1.5926193638,0.731554430035,0.905750501502,10075,15.5742725881,16.0269176568,0.20488755823
156,0.923676178416,0.0128366656428,0.571008332322,-0.202619229864,-0.526097982826,0.335589512941,-1.41121108555,0.298066588912,11412,14.0524344569,14.8655236478,0.661114032429
177,0.923605027451,0.276313693771,0.589120530113,0.212187729659,-0.394777136979,-0.67812781374,-0.867725652099,1.01922021752,11436,16.1857142857,15.0400487394,1.31254954396
85,0.70191124725,0.669064198056,-0.011022936944,1.18043276294,-1.15726525469,0.318403622164,-0.0195483826264,-0.727448949663,11040,16.0517241379,15.8241007558,0.0518124040885
164,0.801172801347,-0.442090691911,0.333862012698,0.00391448667168,-0.913904552898,0.149003954816,-0.375305356464,0.56143679167,11420,14.3060498221,15.168951631,0.744599531827
130,-0.551323399431,-2.54866151509,2.38086311611,-0.171670018235,-0.757717106562,2.76718555275,1.30505572423,-0.59561391672,11354,17.1803278689,16.8181040565,0.13120609024
11,-2.60020535682,-1.01277515233,-1.13624091021,1.04403323632,0.0129250453619,0.810092886526,-0.325510140916,0.057296762148,10013,16.4342803622,16.4883796343,0.00292673123857
37,0.27744216969,0.436633403738,-0.782108303843,-0.0769017218863,0.0700917624137,0.505818866142,-0.4830130378,0.289254377306,10040,15.476744186,14.6441581071,0.693199578853
103,0.234527354238,0.361234467766,-0.0778478481727,1.10246702136,2.7866474636,-0.0143648788453,1.16731460211,1.2086645772,11213,16.4964788732,16.3587041449,0.0189818757466
101,-0.87894905286,-1.99906194107,0.504280226257,-0.418330138345,-0.683358004952,-1.605690992,1.33580130753,0.229987451712,11211,14.7346053773,15.2322666316,0.247666724032
65,0.616546944282,-0.168518642319,0.143245810971,-0.290405491278,-0.254262173171,-2.44712458053,-0.815720145223,0.146556674742,10457,14.693359375,14.3602295655,0.110975469985
60,0.472946718613,-0.214719625037,-0.985141066768,0.206566682275,-0.137333955004,0.0676255441857,-0.633973356534,0.02966699056,10452,15.213036566,15.1122502599,0.0101578794885
125,0.598453130349,-0.498694975112,-0.109265901555,0.0266426219529,0.0372362938399,-0.636947400125,-0.134754826683,0.9203145326,11236,15.2217261905,15.1358125594,0.00738115201643
92,-1.30839155457,-0.942852322986,0.632610151479,-0.483684657495,0.769740976975,-0.209071937589,-0.758659151371,0.340493332894,11201,14.4473180077,15.1169130073,0.448357463424
74,0.732276026456,-0.420901982229,-0.229861547063,0.139786129465,-0.706990263986,-0.200957240621,0.416130955471,0.614225765936,10466,14.9705372617,15.1646243295,0.037669789904
102,0.744018345093,-0.664167554552,0.321280352643,0.0772069769127,0.864939566559,-0.657610261758,0.233987770131,0.197134756144,11212,15.5208333333,15.4615851931,0.0035103421152
72,0.669686199739,0.490525898322,0.902251765079,1.19395797356,0.494256359732,-1.72546581846,-0.433750473716,-0.501772546684,10464,16.71875,15.9964003447,0.521789024452
21,-1.57787118516,1.59633268166,1.43476115503,0.870322127983,1.34399822333,1.53453533281,-0.125538383109,0.351314625569,10024,15.489291598,15.8815429604,0.153861131333
52,0.596513655569,-0.468662712831,0.203355885949,-1.01722842664,0.142981801332,0.150536370676,0.393229241712,0.0150893447836,10306,14.1571906355,14.2154379625,0.00339275109829
46,-0.328294646582,2.12174603437,-1.34601933906,-1.94590483459,-0.118118136467,-1.73239485393,0.377760769304,-0.850143106983,10282,11.3924050633,11.3675362276,0.000618458989413
139,0.231188838488,0.909691145163,0.0256276864951,1.29455769557,-0.465219077868,1.15919763882,-0.212643567357,-0.786461509407,11364,15.1642228739,16.0704343197,0.821219184448
107,-0.424792872197,-1.04264529645,-0.274860115565,-0.733122012864,-0.035711579887,-0.904832501084,0.641889239275,-0.487739890334,11217,13.6705653021,14.4979554999,0.684574539387
128,0.818254124357,0.536742718245,0.137917309015,-3.50136666697,3.96970640864,2.89739047111,-1.06710166447,-3.23986637548,11239,12.5333333333,12.0586625994,0.22531230563
56,0.784158676078,0.0831431119534,0.396528936167,0.031869307618,0.888756516482,0.307401519206,-0.316002023526,0.969712044795,10310,16.8945454545,15.2366573301,2.74859303286
96,-0.166737645654,0.0905747113804,0.0492827676911,-0.0779357858346,-0.302426352681,-0.213237663987,1.62384103909,0.204654971959,11206,15.2355605889,14.8010675573,0.188784194479
66,0.416482588752,-1.26857199269,0.320238416162,-0.357179820839,0.10522388448,-0.569693205349,0.13182050991,-0.0293218455244,10458,15.1645796064,15.1937991135,0.000853779592803
20,-1.07798448781,0.822374429012,0.880110854996,-0.365361295132,1.35292299668,-0.00817976198379,-0.798049204257,0.0976522544896,10023,14.1897940913,14.5744389674,0.147951680744
69,0.448276062035,-0.848712606676,0.877738828264,-0.946670308936,0.137493600324,-0.126465654569,-0.14175632107,-0.0459634039895,10461,14.1333333333,14.5554603521,0.17819121997
171,0.973098572837,0.209398247696,0.373606092439,0.569097629591,-1.30961070682,-1.99148778977,-2.36979450357,-1.09010810417,11429,13.8622754491,15.070720115,1.46033851046
148,-0.180506402662,-0.838522589011,1.19880555437,0.648436898006,-0.881118325758,1.13301544379,-0.77635131242,0.170814589581,11373,16.1681850035,16.3734729931,0.0421431586687
44,0.104089019124,1.43175162628,-1.58845517299,-5.2241218045,-1.0053372707,0.994038993981,-0.494855681761,0.230282869407,10169,6.0,8.47979098886,6.14936334843
50,0.681265908995,0.210205186085,0.199301314616,0.0639734928643,0.414205202088,-0.0395773825504,0.185514132222,-1.26077734887,10304,17.4631578947,15.0513189433,5.81696712751
40,-0.450193596679,2.22970588984,-2.67649380225,-1.96271495913,-0.852601137057,-0.272903471263,-0.714886132557,0.16022851917,10112,9.98850574713,11.1740622915,1.40554431984
94,0.50148241268,-0.527083837244,-0.166305530717,1.01830572677,-0.276048468405,0.84875414267,0.224806938251,0.289995413136,11204,16.3589108911,16.3896571359,0.000945331572341
77,0.810813745169,-0.463602242426,0.49417468234,0.66776721611,0.456578455834,-0.188170257271,0.216522833592,-1.87946488269,10469,15.597972973,16.0490606021,0.203480049154
170,0.914904265166,0.127139849459,0.385994871709,2.66347083552,-2.32610734562,1.00328330189,-1.92542826398,0.0196934939265,11428,17.6007462687,17.6835925994,0.00686351451811
97,0.578561668704,-0.829609370224,0.562973900166,0.188544706562,1.21263239704,-0.40957009674,1.94023546244,0.73783553102,11207,15.1013363029,15.7927373173,0.478035362706
174,0.961162084696,0.158743462417,0.399819963529,0.33261215573,0.907538504835,-0.399499020608,-0.897636821882,0.509010712043,11433,13.6581632653,15.4095579438,3.06738331989
90,-0.401775303859,0.672548300515,0.209046312911,0.356930410049,-0.422428410464,0.0484194517949,1.30225601936,-0.487677365086,11105,14.5296208531,15.0471775537,0.267864938385
70,0.478954412991,-0.813961073713,0.790405158547,-0.475052787838,1.41461876549,-0.502668919476,-1.06315436173,0.750998094026,10462,14.3890746934,15.1372029361,0.559695867539
26,-0.181119287073,-0.762121217828,-1.34467855607,-0.103375539997,0.758531831048,0.83551423041,1.81361044088,0.732775954645,10029,15.864321608,15.2164443954,0.41974488267
116,0.018772590414,-0.810003904847,-0.842341242213,0.603681781483,0.0954184843619,-0.602100743226,0.194054079771,0.0440692373684,11226,15.7547923323,15.7653231966,0.00011089910278
12,-3.41149133784,0.66632625075,-0.66438557137,0.289395851444,-0.0645051339442,-0.0449354194354,-0.700322897788,0.20826067909,10014,15.1774313289,14.841068982,0.113139628441
42,0.306061570537,1.08637454042,-1.84706785474,-3.88211147546,-1.51387697015,1.35996763802,0.431848407326,0.175918994848,10121,8.78082191781,10.007361196,1.50439860097
18,-0.813470561009,1.02141079217,-0.411424821807,1.56552765151,0.0910197263126,0.342544990558,0.133752956683,-0.185689777872,10021,15.7208374875,16.1642498026,0.196614481154
82,0.966386791747,-0.00514107388839,-0.375738816132,0.0335464657192,-1.63358584868,-0.318729405324,1.23904762038,0.614260701274,10474,13.8755364807,14.6819439841,0.650293061542
61,0.405999156686,0.0712698450083,-0.0834471742002,0.749653340833,-0.151513135282,-0.267731547048,-0.534830119582,-0.286034946469,10453,15.1598023064,15.6755852311,0.266032025364
59,0.512595239606,-1.07952989362,-0.790281875502,-1.32596549361,-0.18012918964,-1.01081852654,0.814595282921,0.0127792392222,10451,13.7305045872,13.7472476415,0.000280329868164
22,-0.368621550938,-0.821176920661,-0.292243877703,0.85130061797,0.292189306446,0.0800000090073,-0.0933090481264,0.244640268518,10025,16.4264705882,16.2789154972,0.0217725048776
135,0.466497523777,0.88842826898,-0.622067941138,0.523926821766,1.21469439609,-0.742352880819,-0.177487150075,2.33977680942,11360,14.4640522876,15.0565010208,0.350995501511
143,-0.37742729776,-1.58142581991,1.75006505015,-0.36694899383,-1.60493243874,0.103533588958,-0.462104896224,0.550171973129,11368,15.615640599,15.4854087925,0.0169603234267
113,0.128481810558,-0.757346083426,1.59319824161,-0.675379690648,-0.183070622108,-0.869845045061,-0.666428281679,-0.250325456309,11223,15.1207224335,14.77682712,0.118263986624
165,0.543142540847,0.0447561505992,-0.277940174132,0.0937424146997,-1.21018774502,0.658011624489,0.799887652453,0.364585917104,11421,15.3305263158,14.9577578021,0.138956364791
23,-0.168595951901,1.10230239139,-0.961600552768,1.34018408703,1.51968270474,0.324017723375,-0.601387360493,1.33284987414,10026,16.5939524838,15.9715142822,0.387429314779
5,-0.0434993600606,1.34790932667,-1.3353720244,2.2109794594,-1.08555709933,1.9928015276,-0.12059209799,0.693050015221,10006,15.8814102564,16.6220548898,0.548554472987
109,0.411435244882,-0.162777905111,-0.202470440907,0.626404486691,-0.257385496798,-0.296032941097,0.110314682262,-0.773640710821,11219,15.6554252199,15.6121194257,0.0018753918081
49,0.835763045465,0.223686450058,0.255204581595,0.469042044813,0.517644518878,-0.0994829711485,0.0314638772838,-0.839740415429,10303,16.4139534884,15.4909359219,0.851961428011
63,0.854027653997,-0.694352770132,0.101694139114,0.312659717596,-0.312166937572,-0.731021654972,-0.389008150693,0.478016726566,10455,15.2339449541,15.5099805861,0.0761956701389
13,-2.12449394097,-1.22341355762,-0.276625537873,0.3154994312,0.21774602132,0.936083312409,-0.350170357787,0.0697240633262,10016,15.7531468531,16.0298320296,0.0765546868971
98,0.411818858849,-0.194805626841,0.384531275117,1.2310774203,-0.24556241604,0.906141934747,1.45799590984,-0.389594308073,11208,16.2639791938,16.5811320659,0.100585944263
150,-0.379490446692,-0.204050953824,-0.476371386531,0.263281159397,0.612388213839,-0.286759119777,0.149652684984,0.0530006951603,11375,14.706557377,15.3124468871,0.367102098434
14,-1.37608159142,-0.894163088364,-1.89868352554,0.457233811477,-0.150566757924,0.886523641955,-1.12765413456,-0.112698033167,10017,15.4055153707,15.6495898612,0.0595723569192
178,0.866703073536,-0.00877230912889,0.0803835378422,1.70282718678,0.707728498245,-0.115026897879,0.177514807319,1.58081511741,11691,16.9110429448,16.90072328,0.00010649548098
149,0.054075508764,0.585926076933,-1.31365115829,0.337085049565,0.753861439379,2.02881033728,0.425619175176,-0.306779215701,11374,15.1115459883,15.2501055195,0.0191987436949
54,0.857724400843,-0.081999199771,0.315633812986,-0.167078578752,-0.852729682387,-0.454114723124,-1.97118819645,0.49026349807,10308,15.0271903323,14.725229063,0.0911806081465
64,0.818172540578,-0.560510300235,-0.598047270268,0.216776129497,-0.155335267764,-0.304591301136,0.314507002853,0.284603945278,10456,14.3484848485,15.2986214935,0.90275964423
75,0.397339019781,-0.89114459755,0.0744418094245,-0.644255481972,0.790374348392,-0.784995587325,0.476410636386,-1.30820536582,10467,14.614806867,14.7221733796,0.0115275680301
154,0.285714950266,-2.12818282625,0.376684957176,-0.348987056578,-0.700161767505,-0.902730194072,2.10353989853,0.10971628174,11385,14.9655808236,15.453135789,0.237709844242
136,0.0540734309368,0.244032993704,-0.21556942857,-0.150933681532,-0.655449521893,-0.840223518405,-0.712431992579,-0.530622625671,11361,14.2218978102,14.4496696205,0.0518799975638
157,0.846952674936,0.15804901552,0.386610094425,-0.530174686669,0.0462947213509,0.592645610713,-1.42485571897,0.900906785352,11413,15.2105263158,14.5330162919,0.459019832523
131,-0.143468149614,-0.581916352629,2.01747331243,0.882528917878,-0.284811554662,3.01083458622,0.966994592249,-0.685972458263,11355,17.22,17.0478356003,0.0296405805105
93,0.448610429281,-0.693987162929,-0.0398312686682,0.393995548917,-0.815179183175,-0.0433048740497,0.16651733845,0.30979552991,11203,15.6852678571,15.6110273412,0.00551165419982
57,0.744388674294,-0.191641876875,0.0448843862988,-0.513694042212,-0.294035565437,2.20924537476,0.9050922208,0.835650347129,10312,15.6893203883,14.8629890072,0.682823551386
127,-0.00927390024111,-1.47088631508,0.579764863008,-0.980856631394,-0.686486716313,-0.73187710443,1.01847521749,-0.150356583083,11238,14.580715851,14.5421469689,0.00148755866877
144,0.423261332279,0.200152976102,0.622361677007,0.0568563147443,-1.33700051383,-0.816021688381,-0.125703367356,0.118554629821,11369,13.8711433757,14.7659311114,0.800645092048
51,0.556423019115,-0.167308525168,0.0708584411741,-0.482791679721,0.437796668836,-0.897497807095,0.391604071548,0.43297478979,10305,14.9613899614,14.4866391993,0.22538828607
132,0.840499047163,0.0157688075722,0.401265360618,-0.380049333327,1.06524995579,0.748015796776,0.544660295136,0.267181878152,11356,14.06,14.9269145079,0.751540764076
137,0.541128487649,0.427064475987,-1.13453605921,0.789257415829,-0.967084514464,1.76945322473,0.0116835920571,0.291933043632,11362,15.6777408638,15.5628476278,0.0132004556735
0,-2.35676660446,-1.83972655514,-2.93940934457,-1.07348198275,0.499762133996,-0.625863713579,-0.794823681211,0.280147781025,10001,13.863146926,14.1069770251,0.0594531172293
87,-0.657672164925,1.70270344135,0.0949224120385,-0.0107485698901,0.320146974045,0.058200495309,1.42154852294,-1.0387918998,11102,14.3131313131,14.2534134321,0.00356622530676
