,P1,P2,P3,P4,P5,P6,P7,P8,zip,Y,Predicts,Dev_SqDist
176,0.344480143684,-0.102221358155,-1.08375014601,0.925049424711,-0.218274384717,-2.1164704813,-0.0413429735042,-0.493597580575,11435,15.047752809,15.4390273882,0.153095796302
151,-0.576062137814,-0.146623553906,0.725528925795,0.46155127496,-0.775666859812,-0.799016439746,0.410521681449,-0.000230305125279,11377,15.7244744745,15.4587481272,0.0706104916656
160,0.911767137337,0.03210098431,-0.0316415254138,1.5070751303,0.222446581586,-0.640677936387,-0.222813870479,-0.683707396402,11416,16.456445993,16.499978327,0.00189506410636
4,-0.327327439946,1.42789515801,-1.66638262925,0.884669984433,-1.33194504861,1.08477951377,-0.465927182421,0.633484375799,10005,15.3899521531,14.929185134,0.212306245868
8,-1.48020185344,0.484121257082,0.358489639481,0.0261947762604,-0.119724944847,0.560228432462,0.674172118567,0.164476576715,10010,15.2050290135,14.9377334664,0.0714469095156
100,0.100796390037,0.596287554804,-0.0939986679079,-0.00460352026493,-0.533465826022,-0.26536759846,-0.669478748868,0.951626420685,11210,15.0491159136,14.5733495739,0.226353609995
104,0.0372754344834,-0.601772579543,0.830584021384,0.282465611958,0.243934807594,0.43678334625,0.269125610754,-1.03925558257,11214,16.1792114695,15.8424236493,0.113426035867
118,-0.119884417201,0.30367159349,1.50527231583,0.566992964067,0.323867874968,0.540969626377,0.0332367701394,-0.164473203573,11229,16.2514827995,15.8795749637,0.138315438356
84,0.791636708756,0.385504255376,0.286256633308,0.909225136319,1.16752619676,-0.0115920270364,-0.384349079952,2.01050220403,11004,15.8756476684,15.9920666054,0.0135533688861
91,-0.413875398837,0.260367303332,-0.476221830451,1.05189881829,0.797271992772,-0.321881886783,1.65997436506,-8.78586551451,11106,15.2803308824,15.952170733,0.451368784817
1,-2.2072395054,-1.40053010849,0.233036283453,-0.116413064164,-0.0222224472424,0.041580531025,0.213030585403,0.278241796547,10002,16.0274411974,15.5761254814,0.203685875491
71,0.32008234276,-0.37915347467,-0.958867730555,-0.570004531363,0.50984107408,-0.312879497964,-0.173415714967,-0.447754699526,10463,14.2449799197,14.3962113447,0.0228709439084
55,0.811962875065,-0.309711059604,0.223235288434,-0.795499018387,-0.88639996733,2.10272194813,-0.444611412204,-0.0407309995267,10309,15.033492823,14.5555304695,0.228448011382
45,0.603800107635,0.664117897794,-0.615855635464,-3.51425999621,-1.02112880174,2.58765040437,-1.09863824935,-0.022925564203,10281,11.3218390805,11.1041243729,0.0473996938847
152,-0.1228595121,1.07598987137,1.01233665079,0.950014088577,0.147149090453,0.129073163116,1.97824999564,-0.334652800055,11378,14.9922630561,15.7364752548,0.553851796714
119,0.0159808506022,0.463267453986,0.0913926055624,1.37116140665,0.510857849668,0.318279742307,-0.177330678583,-0.0139342891419,11230,16.2510578279,16.3718665259,0.0145947415178
25,-0.89277955844,0.315639905684,-0.535988137654,0.282360958387,0.459253686973,-0.302345409231,0.466838406702,0.403249916623,10028,15.2292682927,15.0534735591,0.0309037883727
106,0.197401817801,-0.596727246837,0.19643175447,-0.221190975354,0.970582833403,-0.766153229006,1.6285115187,1.0442311571,11216,15.5951374207,15.0851760032,0.260060647323
88,-1.15774882498,0.6818666577,0.382844956043,0.408357872531,-0.155730187801,-1.17876034027,0.527503862951,-1.13167925744,11103,14.4590163934,14.9693203085,0.260410085777
15,-1.80764142135,-0.200906536646,-2.59569760576,0.436557613347,0.0851214955755,0.729992845399,-0.0421839112182,0.782561166843,10018,15.7206595538,15.1723606898,0.300631644216
86,-0.438624533112,-1.01716821645,0.200876283674,-0.123896501099,-0.374199450664,-0.398290476966,1.31996137559,0.00269864879677,11101,14.9462705436,15.2624116121,0.0999451752116
146,-0.351078676928,2.00865861435,1.14736015056,-2.52910040658,-1.92585578759,-0.71229506443,2.621667268,0.201373043981,11371,12.0,11.2070271063,0.62880601018
