,P1,P2,P3,P4,P5,P6,P7,P8,Y,Predictions,Dev_SqDists
10001,-1.33941417064,-0.410827598013,4.08005051479,-2.78570462569,-0.328986275488,-0.772274221949,0.348664613923,-0.526113445033,13.863146926,13.7349578298,0.0164324443961
10002,-1.4675563957,-0.242869103747,3.09386163589,-0.266594144799,0.0209615757177,-0.208970590321,-0.0571645681736,-0.207725129538,16.0274411974,15.1305973329,0.804328917285
10003,-5.54985367351,1.47193449481,-0.291243085639,2.45532548378,0.0866373805445,-0.502688176098,0.0856253851656,-1.68132244652,15.4553171422,15.1881830824,0.071360605912
10004,-1.13371210875,0.147243212685,-1.20658681262,-2.41483861157,-0.244906113783,-0.0399759940053,0.372180938453,-0.253340189618,14.0225281602,14.5452296195,0.273216815599
10005,0.165228287126,-0.347822290208,-0.453594569181,-0.271238620738,0.0396767985681,0.399197294956,-0.0952386231254,0.521310562934,15.3899521531,15.5152937333,0.0157105117262
10006,0.497159923903,-0.508421980525,-0.041305455484,-3.00255113895,0.108258416124,1.2990253803,-0.159036475726,-1.68191637284,15.8814102564,17.297437521,2.00513321413
10007,-0.377825773683,-0.210295866693,-0.144936935423,-1.91791795102,-0.205157239593,0.0317788036527,0.288087423475,0.118890811112,14.6839378238,14.6659132142,0.000324886550245
10009,-1.64763921092,0.150628641214,0.252761769604,-0.408050753485,0.029717291524,0.199875681953,0.0282895356872,-0.0953440881578,15.1057692308,15.6163991202,0.260742883952
10010,-1.06731384814,-0.0611195135729,0.510811056319,0.208900802302,-0.0275842733417,-0.0996799374037,0.0101674193992,0.215880620726,15.2050290135,14.879251457,0.10613101633
10011,-3.47660956878,0.794194886203,-0.194218411665,0.754117243515,-0.0304209489774,-0.24762076621,0.147530581573,-0.95583363089,14.8799164636,15.0668977354,0.0349619960062
10012,-3.39055814974,0.893855024987,-1.24769375975,2.03215962888,0.13834746644,-0.00727944017335,-0.0326251919751,-0.571160362862,15.1243624951,15.5731187644,0.201382189196
10013,-2.73216377109,0.365087022103,1.35063787197,-1.04902806862,0.096134724533,0.396320474766,-0.0561292874955,-1.0620306524,16.4342803622,16.4744744684,0.0016155661716
10014,-3.71953641836,0.915154319961,-0.675967142321,-1.23244904729,-0.104447949013,-0.107011383758,0.323958739583,-1.30524006452,15.1774313289,15.2440560873,0.00443885842972
10015,1.70546613778,8.61983263221,2.60022127514,-0.0552551801159,-6.35850277978,2.94749357544,0.08067892546,2.04396318304,7.0,5.70347351446,1.68098092772
10016,-1.79385965881,-0.0764703840548,2.45673047338,-2.61483490369,-0.0877732918363,0.171491308634,0.0855001130083,-0.83401201871,15.7531468531,15.7566417644,1.22144051583e-05
10017,-2.62308454072,0.55693134044,-0.560315511397,-0.95380965262,-0.0168762428954,0.199725615095,0.0917389571343,-0.912753640095,15.4055153707,15.710854195,0.0932317976311
10018,-1.64626905002,0.088736088158,0.884083244876,-1.42505451476,-0.103535165809,0.0727678582029,0.114033976749,-0.48345909299,15.7206595538,15.2997054775,0.17720233432
10019,-3.4679315086,0.384750776524,3.04282933573,0.130969806317,-0.121034392084,-0.863699016944,0.182913379132,-1.19307722049,14.7229965157,14.1913643377,0.282632772699
10020,-3.20649458814,1.50149402196,-6.26572367745,3.65260498425,-0.162238035469,-0.749592591622,0.480907825498,0.400427820448,11.8875968992,13.0453381699,1.3403648498
10021,-1.0563493198,0.150066643629,-1.03171450753,-0.771589576684,0.117639441422,0.876081689876,-0.0991851805643,-0.0444092293645,15.7208374875,16.6985496685,0.955921108843
