,bar_rating,bar_rev_count,rest_rating,rest_rev_count,num_complaints,num_food_est,num_food_poi,num_smoking,num_restaurants,num_violations,num_Cviolations,num_amer,num_chi,num_jap,num_cafe,num_ita,num_latin,num_mex,num_pizza,num_span,avg_score
11371,4.5,54,0.0,0,2.0,1.0,1.0,0.0,35,348,181,15,0,0,1,1,0,0,2,0,12.0
11372,3.875,50,4.25,183,162.0,130.0,31.0,1.0,334,7435,4281,23,16,4,6,2,65,30,12,43,16.4743533538
11373,3.33333333333,54,4.13333333333,250,21.0,11.0,10.0,0.0,223,4665,2676,26,31,4,12,3,15,10,8,12,16.1681850035
11374,3.5,127,4.11111111111,156,65.0,47.0,13.0,4.0,88,1569,926,14,9,5,2,1,3,0,6,1,15.1115459883
11375,4.0,191,4.23076923077,244,106.0,74.0,29.0,2.0,193,3643,2024,36,14,11,7,11,4,3,15,2,14.706557377
11377,4.0,93,4.3125,351,5.0,2.0,2.0,0.0,213,4253,2335,29,20,2,8,2,29,12,10,12,15.7244744745
11378,4.0,20,4.5,119,0.0,0.0,0.0,0.0,78,1573,888,19,12,2,0,1,2,1,14,1,14.9922630561
11379,4.16666666667,39,4.28571428571,73,0.0,0.0,0.0,0.0,49,842,447,6,6,1,1,4,1,0,8,3,14.0
11385,4.5,20,4.4,112,0.0,0.0,0.0,0.0,265,5017,2771,51,27,5,26,6,20,8,31,8,14.9655808236
11411,2.5,4,4.33333333333,8,0.0,0.0,0.0,0.0,25,499,274,1,5,0,0,0,0,0,0,0,17.8095238095
11412,1.0,1,3.75,12,0.0,0.0,0.0,0.0,44,773,426,4,8,0,0,0,0,0,8,0,14.0524344569
11413,4.0,1,3.6,40,0.0,0.0,0.0,0.0,41,673,372,8,6,0,0,0,0,0,2,0,15.2105263158
11414,3.75,68,3.83333333333,106,0.0,0.0,0.0,0.0,49,977,556,7,5,4,1,5,0,0,5,1,14.7828746177
11415,3.25,107,3.95454545455,127,0.0,0.0,0.0,0.0,40,799,445,9,4,1,2,0,0,0,3,1,15.7298387097
