,bar_rating,bar_rev_count,rest_rating,rest_rev_count,num_complaints,num_food_est,num_food_poi,num_smoking,num_restaurants,num_violations,num_Cviolations,num_amer,num_chi,num_jap,num_cafe,num_ita,num_latin,num_mex,num_pizza,num_span,avg_score,Predictions,Dev_SqDists
10001,4.0,283,4.3125,206,1.79647749511,1.21722113503,0.497064579256,0.0606653620352,511,16.0195694716,8.87084148728,0.342465753425,0.013698630137,0.0313111545988,0.0861056751468,0.0234833659491,0.00782778864971,0.0117416829746,0.0391389432485,0.00587084148728,13.863146926,13.9977861257,0.0181277140936
10002,4.26923076923,182,4.4375,304,1.82875264271,1.28752642706,0.384778012685,0.139534883721,473,19.2684989429,10.9386892178,0.262156448203,0.202959830867,0.0274841437632,0.0676532769556,0.0253699788584,0.0253699788584,0.0274841437632,0.0486257928118,0.0126849894292,16.0274411974,15.4730520659,0.307347309163
10003,4.06666666667,375,4.23529411765,1266,1.98391812865,1.30555555556,0.561403508772,0.0862573099415,684,19.7090643275,10.9897660819,0.273391812865,0.0233918128655,0.0979532163743,0.077485380117,0.0599415204678,0.0102339181287,0.0394736842105,0.0365497076023,0.00438596491228,15.4553171422,15.6120825289,0.0245753864771
10004,3.77272727273,266,3.95833333333,370,1.31386861314,0.956204379562,0.306569343066,0.014598540146,137,16.503649635,9.21897810219,0.306569343066,0.014598540146,0.021897810219,0.109489051095,0.043795620438,0.014598540146,0.029197080292,0.043795620438,0.0,14.0225281602,14.0997098596,0.00595701472007
10005,4.0,70,4.0,119,1.28787878788,0.939393939394,0.287878787879,0.0,66,19.0,10.8333333333,0.409090909091,0.0151515151515,0.0454545454545,0.121212121212,0.0606060606061,0.0,0.0,0.0454545454545,0.0,15.3899521531,15.3498932103,0.00160471890077
10006,3.83333333333,167,0.0,0,1.83720930233,1.37209302326,0.441860465116,0.0232558139535,43,22.7209302326,13.2790697674,0.46511627907,0.046511627907,0.0,0.0697674418605,0.0,0.0,0.0232558139535,0.0697674418605,0.0,15.8814102564,16.5614726428,0.462484849334
10007,3.875,184,4.0,190,2.11278195489,1.25563909774,0.676691729323,0.142857142857,133,17.0902255639,9.47368421053,0.353383458647,0.00751879699248,0.0451127819549,0.0977443609023,0.0375939849624,0.0,0.0300751879699,0.0451127819549,0.00751879699248,14.6839378238,14.5992008987,0.00718034648315
10009,4.36363636364,210,4.31818181818,444,1.85,1.20666666667,0.453333333333,0.153333333333,300,19.8733333333,10.7766666667,0.353333333333,0.0366666666667,0.0566666666667,0.0466666666667,0.0433333333333,0.0366666666667,0.0266666666667,0.0533333333333,0.0233333333333,15.1057692308,15.0050078249,0.0101528609287
10010,4.21428571429,138,4.28571428571,330,1.90421455939,1.31800766284,0.524904214559,0.0421455938697,261,18.0459770115,10.3026819923,0.333333333333,0.0383141762452,0.0229885057471,0.103448275862,0.0766283524904,0.00766283524904,0.0306513409962,0.0344827586207,0.0,15.2050290135,15.2178102056,0.000163358870329
10011,4.0,296,4.17857142857,834,2.14377682403,1.30472103004,0.712446351931,0.0922746781116,466,18.7575107296,10.7081545064,0.334763948498,0.0236051502146,0.0557939914163,0.0751072961373,0.0708154506438,0.0107296137339,0.0321888412017,0.049356223176,0.0300429184549,14.8799164636,15.0079216699,0.0163853328326
10012,4.19230769231,235,4.33333333333,875,1.81725888325,1.22842639594,0.454314720812,0.104060913706,394,19.9796954315,11.0431472081,0.322335025381,0.010152284264,0.0583756345178,0.0786802030457,0.104060913706,0.0152284263959,0.0355329949239,0.0380710659898,0.010152284264,15.1243624951,15.648966485,0.275209346195
10013,4.11538461538,317,4.25,605,2.03941908714,1.36721991701,0.50622406639,0.147302904564,482,21.8029045643,12.6390041494,0.232365145228,0.161825726141,0.0373443983402,0.0933609958506,0.116182572614,0.00829875518672,0.0124481327801,0.0186721991701,0.00207468879668,16.4342803622,16.2151555365,0.0480156892356
10014,4.05,405,4.04545454545,871,1.59284116331,1.03803131991,0.375838926174,0.147651006711,447,18.7651006711,10.5704697987,0.308724832215,0.0156599552573,0.0357941834452,0.0782997762864,0.0961968680089,0.0111856823266,0.0246085011186,0.0380313199105,0.0178970917226,15.1774313289,15.0970943582,0.00645402885988
10015,0.0,0,0.0,0,970.0,657.0,284.0,22.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.89285714286,0.0114795918367
10016,4.15,314,4.16666666667,358,1.51333333333,1.0,0.448888888889,0.0511111111111,450,20.06,11.64,0.282222222222,0.0377777777778,0.0688888888889,0.0622222222222,0.0466666666667,0.00444444444444,0.0266666666667,0.04,0.00222222222222,15.7531468531,15.7470232169,3.74989204499e-05
10017,3.8125,310,4.14285714286,657,1.91253644315,1.40233236152,0.475218658892,0.0145772594752,343,19.6443148688,11.2886297376,0.320699708455,0.0262390670554,0.0816326530612,0.113702623907,0.0553935860058,0.00291545189504,0.0204081632653,0.0349854227405,0.00583090379009,15.4055153707,15.5579512933,0.0232367104946
10018,4.0,254,4.16666666667,406,3.5625,2.35416666667,1.07142857143,0.0684523809524,336,18.8720238095,10.8630952381,0.377976190476,0.0327380952381,0.0297619047619,0.077380952381,0.0357142857143,0.00892857142857,0.0119047619048,0.0386904761905,0.00297619047619,15.7206595538,15.5278172512,0.0371881536864
10019,4.09090909091,314,4.15384615385,701,0.0721649484536,0.0412371134021,0.0279823269514,0.00294550810015,679,17.5139911635,9.93372606775,0.40500736377,0.020618556701,0.0530191458027,0.0544918998527,0.0618556701031,0.0103092783505,0.0250368188513,0.0382916053019,0.0,14.7229965157,15.0214038573,0.0890469415037
10020,4.0,163,4.25,1053,8.12765957447,5.40425531915,2.27659574468,0.340425531915,47,13.2553191489,7.21276595745,0.574468085106,0.0,0.0425531914894,0.0425531914894,0.0,0.0,0.0212765957447,0.0,0.0,11.8875968992,14.0335117027,4.60495034371
10021,4.07142857143,186,4.25,373,5.55333333333,3.68,1.54,0.26,150,21.66,12.26,0.266666666667,0.04,0.0666666666667,0.08,0.133333333333,0.00666666666667,0.02,0.0333333333333,0.0,15.7208374875,15.7297241512,7.89727911091e-05
10022,3.9375,270,4.25,611,1.26980728051,0.875802997859,0.351177730193,0.0235546038544,467,18.8458244111,10.7323340471,0.374732334047,0.0278372591006,0.0642398286938,0.0642398286938,0.0706638115632,0.00214132762313,0.0149892933619,0.0256959314775,0.00428265524625,14.9139526911,15.1428476878,0.0523929195274
10023,3.88888888889,178,3.92857142857,326,3.26530612245,2.30612244898,0.867346938776,0.0408163265306,196,16.7653061224,9.27040816327,0.311224489796,0.015306122449,0.0204081632653,0.0867346938776,0.0867346938776,0.00510204081633,0.0204081632653,0.0459183673469,0.00510204081633,14.1897940913,14.3543507125,0.0270788815864
10024,4.05,153,4.02941176471,682,3.21134020619,2.28865979381,0.814432989691,0.0567010309278,194,19.6958762887,11.4587628866,0.242268041237,0.0360824742268,0.0567010309278,0.0927835051546,0.103092783505,0.020618556701,0.020618556701,0.0412371134021,0.0,15.489291598,15.8483339023,0.128911376253
10025,4.04545454545,108,4.10714285714,200,1.15189873418,0.860759493671,0.248945147679,0.0210970464135,237,21.0632911392,11.8691983122,0.189873417722,0.0590717299578,0.042194092827,0.0675105485232,0.0379746835443,0.0295358649789,0.0379746835443,0.0759493670886,0.0042194092827,16.4264705882,15.9864259419,0.193639290703
10026,3.72222222222,167,4.13636363636,314,6.86666666667,5.04,1.69333333333,0.0533333333333,75,20.5866666667,11.5733333333,0.306666666667,0.0666666666667,0.0,0.0666666666667,0.0266666666667,0.0,0.0266666666667,0.04,0.0266666666667,16.5939524838,16.3761134646,0.0474538382761
10027,3.66666666667,104,4.0,497,3.08771929825,2.20467836257,0.760233918129,0.093567251462,171,15.7894736842,8.81286549708,0.292397660819,0.0643274853801,0.0292397660819,0.0760233918129,0.0292397660819,0.0233918128655,0.00584795321637,0.0409356725146,0.0116959064327,15.4538198404,14.8146094808,0.408589883864
10028,4.05555555556,171,4.125,401,2.98564593301,2.32057416268,0.598086124402,0.0334928229665,209,18.5980861244,10.3444976077,0.277511961722,0.0239234449761,0.066985645933,0.0574162679426,0.0909090909091,0.00478468899522,0.0334928229665,0.0574162679426,0.00478468899522,15.2292682927,15.150131434,0.00626264240988
10029,4.22222222222,137,4.46666666667,151,0.533333333333,0.342857142857,0.171428571429,0.0142857142857,210,17.7666666667,10.3,0.138095238095,0.12380952381,0.0142857142857,0.0333333333333,0.0190476190476,0.0571428571429,0.104761904762,0.0952380952381,0.0238095238095,15.864321608,15.8602650887,1.64553489703e-05
10030,4.33333333333,82,4.21428571429,82,6.81818181818,5.27272727273,1.45454545455,0.0227272727273,44,13.3181818182,6.79545454545,0.136363636364,0.0909090909091,0.0,0.0454545454545,0.0,0.0454545454545,0.0,0.0454545454545,0.0,14.0523809524,14.2297643217,0.0314648597123
